sentences,labels
"['(', 'side', ')', '(', 'unknown', ')', '价钱', '不是', '贵', '一半', '吗', '一样', '因为', '这样', '他', '是', '捆绑', '的', '那个', '更', '高端', '(', 'unknown', ')', '拆', '了', '就', '人', '你', '买', '手机', '是', '一样', '的', '也', '有', '一千多', '的', '也', '有', '四千多', '的', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['(', 'unknown', ')', '加油站']","['X', 'X', 'X', 'IA']"
"['你', '好', '给', '我', '导航', '到', '南京市', '皮肤病', '研究所']","['X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '去', '茶陵', '县']","['X', 'X', 'IG', 'IG']"
"['到', '阜阳', '县', '人民政府']","['X', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['导航', '到', '古城', '火车站']","['IO', 'X', 'IG', 'IG']"
"['来', '一', '首', '绅士']","['X', 'X', 'X', 'X']"
['确定'],['X']
"['哈尔滨市', '呼兰', '区', '利民', '经济开发区', '顺', '迈', '医院']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
['第一个'],['IP']
"['长', '通', '物流', '总部']","['IA', 'IA', 'IA', 'IA']"
['返回'],['IO']
"['第一', '新郑', '国际机场']","['IA', 'IA', 'IA']"
"['导航', '到', '西安', '咸阳', '国际机场', 't', '二楼', '停车场']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '到', '鸡', '街']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['搜索', '附近', '停车场', '啊']","['IO', 'IK', 'IC', 'X']"
"['银川', '火车站']","['IA', 'IA']"
"['去', '卓', '昊', '物流']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '观山', '湖区', '广电', '网络', '站']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '连云港市', '车管所']","['IO', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'side', ')', '又', '不是', '一个', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '万达']","['IO', 'X', 'IG']"
"['我', '要', '回家']","['X', 'X', 'X']"
"['(', 'side', ')', '(', 'unknown', ')', '，', '我', '要', '到', '奎屯', '三洋']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG']"
"['导航', '去', '新兴', '港', '村']","['IO', 'X', 'IG', 'IG', 'IG']"
['汽车站'],['IA']
"['去', '富宁县', '那', '能', '乡']","['X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '你', '知道', '高', '安', '的', '去路', '吗']","['X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'X', 'X', 'X']"
"['我', '要', '去', '华远', '君', '城']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['到', '中山路', '天', '虹']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '望京', '(', 'unknown', ')']","['IO', 'X', 'IG', 'X', 'X', 'X']"
"['钟', '北', '楼', '三七', '六七', '号']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['江苏', '汽车', '技师', '学院']","['IA', 'IA', 'IA', 'IA']"
"['取消', '导航']","['IO', 'IN']"
['没有'],['X']
"['(', 'side', ')', '(', 'unknown', ')', '堵车']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['我', '在', '河南省', '濮阳市', '清丰县', '仙', '庄镇', '杨庄', '村']","['X', 'X', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['贵州省', '贵阳市']","['IA', 'IA']"
"['导航', '去', '玉林', '村']","['IO', 'X', 'IG', 'IG']"
"['为', '我', '导航', '到', '黄忠']","['X', 'X', 'IO', 'X', 'IG']"
"['现在', '在', '什么', '路']","['X', 'X', 'X', 'X']"
['湘潭市'],['IA']
"['小', '爱', '我', '想', '去', '凤', '长路']","['X', 'X', 'X', 'X', 'X', 'IG', 'IG']"
"['给', '我', '开启', '导航', '到', '(', 'unknown', ')']","['X', 'X', 'IO', 'IN', 'X', 'X', 'X', 'X']"
"['到', '邓', '记', '叫化', '鸡']","['X', 'IG', 'IG', 'IG', 'IG']"
['退出'],['IO']
['一个'],['X']
"['去', '虹桥']","['X', 'IG']"
"['(', 'robot', ')', '准备', '出发']","['X', 'X', 'X', 'X', 'X']"
"['宜宾市', '(', 'unknown', ')']","['IA', 'X', 'X', 'X']"
"['导航', '导航', '南通', '龙虾', '王']","['IO', 'IO', 'IG', 'IG', 'IG']"
"['鹿鸣', '小学']","['IA', 'IA']"
['导航'],['IO']
"['帮', '我', '导航', '到', '银', '尚']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '惠', '工', '派出所']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '神木', '市', '塔', '店', '收费站']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '云南省', '泸', '西', '县', '旧', '城镇', '大', '白鹭', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['孙', '刘', '小学']","['IA', 'IA', 'IA']"
['第一个'],['IP']
"['(', 'side', ')']","['X', 'X', 'X']"
['第一个'],['IP']
['回家'],['X']
"['山西省', '阳泉', '市', '平定县', '南阳市']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['西', '果园', '(', 'side', ')']","['IA', 'IA', 'X', 'X', 'X']"
"['导航', '到', '广州', '火车站']","['IO', 'X', 'IG', 'IG']"
"['导航', '中坡', '国家', '森', '园']","['IO', 'IG', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['导航', '到', '山凹', '菜市场']","['IO', 'X', 'IG', 'IG']"
"['到', '柳屯', '镇']","['X', 'IG', 'IG']"
['导航'],['IO']
"['导航', '回家']","['IO', 'X']"
"['结束', '路况']","['IO', 'IN']"
['收费站'],['IA']
['一个'],['X']
"['于洪区', '赤', '山路', '元江', '街', '中铁', '万科', '香', '湖', '盛景']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['帮', '我', '导航', '到', '凯', '马', '广场']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['你', '开', '吗']","['X', 'X', 'X']"
"['导航', '去', '丰县', '欢', '口', '粮管所']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '到', '法衣', '村委会']","['X', 'X', 'X', 'IG', 'IG']"
"['想', '去', '邢台市', '宁晋县']","['X', 'X', 'IG', 'IG']"
"['达州', '河市', '机场']","['IA', 'IA', 'IA']"
"['到', '邢台', '第四', '幼儿园']","['X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '宾馆']","['X', 'X', 'X', 'IA']"
"['那', '叫', '什么', '(', 'unknown', ')', '门', '导航', '到', '(', 'unknown', ')', '门']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X', 'X', 'X', 'X', 'X']"
['第一个'],['IP']
"['去', '山西省', '翼城县']","['X', 'IG', 'IG']"
"['去', '南岳衡山']","['X', 'IG']"
"['桐柏', '路', '五', '龙口', '南路']","['IA', 'IA', 'IA', 'IA', 'IA']"
['加油站'],['IA']
"['导航', '到', '洛城', '酒店']","['IO', 'X', 'IG', 'IG']"
"['停', '停止', '刚才', '导航']","['IO', 'IO', 'X', 'IN']"
"['阿克苏市', '一', '杆', '旗', '乡']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'side', ')', '这', '是', '(', 'unknown', ')', ',', '桥', '北']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'IA']"
"['导航', '到', '河', '贺', '杨村']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '下', '朱庄']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '迪', '卡', '侬']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'robot', ')', '(', 'unknown', ')', '六十公里']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['到', '武侯', '社保局']","['X', 'IG', 'IG']"
"['去', '政和', '县', '走老路']","['X', 'IG', 'IG', 'X']"
"['邢台', '张庄', '怎么', '走']","['IG', 'IG', 'X', 'X']"
"['导航', '昭通', '昭通市']","['IO', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到']","['IO', 'X']"
"['导航', '到', '双流', '南', '高速', '出口']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '县', '舟', '曲', '中学']","['X', 'X', 'X', 'IA', 'IA', 'IA', 'IA']"
"['去', '富源', '街道', '社区', '卫生', '服务', '中心']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我们', '要', '去', '(', 'unknown', ')', '小区']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['导航', '到', '西宁']","['IO', 'X', 'IG']"
"['导航', '到', '花溪', '碧桂园']","['IO', 'X', 'IG', 'IG']"
['加油站'],['IA']
"['航', '去', '武汉', '传媒', '学院']","['X', 'X', 'IG', 'IG', 'IG']"
"['开始', '导航']","['IO', 'IO']"
"['我', '给', '你', '取', '个', '名字', '叫', '火焰']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['停止', '导航']","['IO', 'IN']"
"['结束', '导航']","['IO', 'IN']"
"['我', '要', '去', '西宁市']","['X', 'X', 'X', 'IG']"
"['请', '导航', '武川', '县']","['X', 'IO', 'IG', 'IG']"
"['潍坊市', '临', '朐', '县']","['IA', 'IA', 'IA', 'IA']"
"['横山县', '怎么', '走']","['IG', 'X', 'X']"
"['我们', '要', '到', '县城', '的', '温泉', '去', '查', '龙', '温泉']","['X', 'X', 'X', 'IH', 'X', 'IG', 'X', 'IG', 'IG', 'IG']"
['返回'],['IO']
['第四个'],['IP']
"['西安', '(', 'unknown', ')', '海棠', '镇定', '位', '一下']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['(', 'side', ')', ',', '到', '市政府']","['X', 'X', 'X', 'X', 'X', 'IG']"
"['郑', '上路', '郑', '上路']","['IA', 'IA', 'IA', 'IA']"
"['导航', '去', '附近', '加油站']","['IO', 'X', 'IK', 'II']"
['第一个'],['IP']
"['导航', '去', '体育', '中心']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '名扬', '华府']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '南康', '黄', '江', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '禄口', '机场', 't', '二', '航站楼']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '闫', '庄村']","['IO', 'X', 'IG', 'IG']"
"['帮', '我', '导航', '到', '(', 'unknown', ')', '巴蜀', '中学']","['X', 'X', 'IO', 'X', 'X', 'X', 'X', 'IG', 'IG']"
"['我', '到', '上海市', '宝山区', '泰和', '路', '一千七百', '号']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '去', '第一个']","['X', 'X', 'IP']"
['回家'],['X']
"['我', '到', '石家庄市', '正定', '国际机场']","['X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['导航', '到', '伊宁市', '二十二', '中学']","['IO', 'X', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '喀', '纳斯', '旅游', '风景区']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '沂', '江县', '江', '埠', '乡', '后房']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '牛', '驼', '镇', '尚', '各庄村']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['我', '要', '去', '珙县', '巡场', '交警', '中队']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'robot', ')', '二零一', '四年', '七月', '(', 'unknown', ')', '天津市', '北', '反馈', '巡视', '意见', '坐', '在', '台下', '的', '武', '长顺', '以为', '这次', '巡视', '已经', '顺利', '过关', '，', '导航', '到', '湖', '中县', '纳', '东', '庄园']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '新乡市', '人民路', '跟', '胜利路', '交叉口']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '乌', '鲁', '木城']","['IO', 'X', 'IG', 'IG', 'IG']"
"['请', '帮', '我', '查找', '山西', '水务']","['X', 'X', 'X', 'IO', 'IA', 'IA']"
"['取消', '导航']","['IO', 'IN']"
"['嗯', '导航', '去', '常熟', '镇', '常熟市', '辛庄', '镇']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['一个'],['X']
"['(', 'side', ')']","['X', 'X', 'X']"
"['到', '大通县', '桦林', '乡']","['X', 'IG', 'IG', 'IG']"
"['宣城', '市公安局']","['IA', 'IA']"
"['我', '要', '导航', '到', '上海', '游泳馆']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['华', '溪', '客运站']","['IA', 'IA', 'IA']"
"['重新', '导航', '给', '我', '导航', '到', '开江', '县人民医院']","['IO', 'IO', 'X', 'X', 'IO', 'X', 'IG', 'IG']"
"['导航', '到', '鄂', '托克', '旗']","['IO', 'X', 'IG', 'IG', 'IG']"
"['离', '三门峡', '还有', '多', '远']","['X', 'IG', 'X', 'X', 'X']"
"['导航', '到', '柳', '塘']","['IO', 'X', 'IG', 'IG']"
"['去', '内蒙古', '职业', '技术', '学院', '北', '校区']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '他', '是', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '星河', '蓝', '湾', '时代', '广场', '西']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
['对'],['X']
"['去', '莱西', '体育', '彩票站']","['X', 'IG', 'IG', 'IG']"
"['到', '中', '房', '红枫', '岭']","['X', 'IG', 'IG', 'IG', 'IG']"
"['到', '兰州']","['X', 'IG']"
"['上', '高速']","['IM', 'IM']"
"['闭', '导航', '(', 'side', ')', '真', '不', '靠谱']","['IO', 'IN', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '王家', '庄']","['X', 'IG', 'IG']"
"['神州', '给', '我', '导航', '辉县', '宝', '泉', '水库']","['X', 'X', 'X', 'IO', 'IG', 'IG', 'IG', 'IG']"
"['我', '想', '导航', '到', '和', '天津市', '西区', '金', '海湾', '花园']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '白沙洲', '大桥']","['IO', 'X', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['不', '导航']","['X', 'DO']"
"['请', '导航', '到', '宝鸡市', '振华', '职业中学']","['X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['龙门', '海洋馆']","['IA', 'IA']"
"['德', '丰', '街', '与', '未来', '路', '交叉口']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['东营区', '区政府']","['IA', 'IA']"
['一个'],['X']
['导航'],['IO']
"['我', '要', '回家']","['X', 'X', 'X']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
['导航'],['IO']
"['(', 'unknown', ')', '园']","['X', 'X', 'X', 'X']"
"['我', '要', '到', '泰安', '万达', '广场']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['第四个'],['IP']
"['关闭', '导航']","['IO', 'IN']"
"['导航', '到', '南平市']","['IO', 'X', 'IG']"
"['导航', '湖北大学']","['IO', 'IG']"
"['去', '东', '平安', '大队', '东', '平安', '村']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '拉', '哈', '高速']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '医大', '北门', '停车场']","['IO', 'X', 'IG', 'IG', 'IG']"
"['去', '照', '角', '树', '村']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '南', '马村']","['X', 'X', 'X', 'IG', 'IG']"
"['去', '长沙', '高桥', '汽配城']","['X', 'IG', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['我', '到', '胡杨', '人民医院', '医院']","['X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '郑州', '丹尼斯', '大卫城']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '，', '导航', '导航']","['X', 'X', 'X', 'X', 'IO', 'IO']"
"['给', '我', '导航', '到', '西', '固镇']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
['北京'],['IA']
"['导航', '去', '南京', '南站']","['IO', 'X', 'IG', 'IG']"
"['去', '兰田', '步行街']","['X', 'IG', 'IG']"
"['辉', '南', '三角', '龙湾']","['IA', 'IA', 'IA', 'IA']"
"['定', '当前', '位置']","['X', 'X', 'X']"
"['关闭', '导航']","['IO', 'IN']"
"['帮', '我', '导航', '花', '舞', '人间']","['X', 'X', 'IO', 'IG', 'IG', 'IG']"
"['到', '大运', '游泳池']","['X', 'IG', 'IG']"
"['导航', '到', '薛', '城', '联通', '公司']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
['返回'],['IO']
"['去', '罗江', '县', '贵妃', '枣园']","['X', 'IG', 'IG', 'IG', 'IG']"
['确定'],['X']
"['导航', '去', '下', '塘', '西路']","['IO', 'X', 'IG', 'IG', 'IG']"
"['昆明市', '北辰', '大道']","['IA', 'IA', 'IA']"
"['松原', '市', '松', '商', '北', '显', '玉米', '食品', '加工厂']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '去', '广州']","['IO', 'X', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '沈阳站']","['X', 'X', 'X', 'IG']"
"['我们', '回家']","['X', 'X']"
"['要', '到', '台', '格', '庙', '小', '政府']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '科学', '大道', '与', '红枫', '路', '交口']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '机场']","['X', 'IG']"
"['我', '要', '去', '安徽', '明光']","['X', 'X', 'X', 'IG', 'IG']"
"['介休', '金泉', '书院', '介休', '北', '介休', '心', '学到', '金泉', '书院']","['ID', 'IG', 'IG', 'ID', 'ID', 'ID', 'ID', 'X', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '敦化', '市政府']","['IO', 'IG', 'IG']"
"['错', '了']","['X', 'X']"
"['导航', '到', '金桥', '二手车', '市场']","['IO', 'X', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到', '娄', '家', '雅', '苑']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
['第一个'],['IP']
"['去', '金牛', '公园']","['X', 'IG', 'IG']"
"['我', '要', '去', '南召县', '人民政府']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '昊天', '农产品', '(', 'unknown', ')']","['IO', 'IG', 'IG', 'X', 'X', 'X']"
['导航'],['IO']
"['我', '去', '临海市', '水', '阳', '镇']","['X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['到', '绵阳', '外国语', '实验', '学校']","['X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '，', '导航', '到', '武胜', '县', '财政局']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['近', '停车场']","['X', 'IA']"
"['航', '去', '智', '谛', '山']","['X', 'X', 'IG', 'IG', 'IG']"
"['到', '原野', '时代']","['X', 'IG', 'IG']"
['第一个'],['IP']
['第三个'],['IP']
"['要', '关闭', '导航']","['X', 'IO', 'IN']"
"['去', '安宁区', '海宁', '皮', '海宁', '皮草', '城']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['去', '新英格兰', '郡']","['X', 'IG', 'IG']"
"['海南省', '定安县', '塔', '北路']","['IA', 'IA', 'IA', 'IA']"
"['我', '要', '到', '无锡', '江南', '大学']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '下寺', '滩']","['X', 'X', 'X', 'IG', 'IG']"
"['要', '附近', '修车', '的', '地', '儿']","['X', 'IK', 'IC', 'IC', 'IC', 'IC']"
"['我', '要', '去', '凤阳县']","['X', 'X', 'X', 'IG']"
"['到', '成都', '天使']","['X', 'IG', 'IG']"
"['帮', '我', '导航', '到', '金浦', '路', '二十三号']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '龙泉驿区', '明星', '花', '苑']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'robot', ')', '供电', '已', '断开', '三十秒', '后', '将', '进入', '休眠', '状态']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '河北', '杏林', '医药', '有限公司']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '合川', '巴蜀', '小学']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['到', '宝华', '街', '二百六十', '号']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '小胡', '庄']","['IO', 'X', 'IG', 'IG']"
"['导航', '西宁市', '城南']","['IO', 'IG', 'IG']"
"['导航', '泾阳县']","['IO', 'IG']"
"['把', '导航', '撤', '了', '吧', '未来']","['X', 'IN', 'IO', 'X', 'X', 'X']"
"['淮安', '汽车']","['IA', 'IA']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['(', 'unknown', ')', '闭', '导航']","['X', 'X', 'X', 'IO', 'IN']"
"['导航', '去', '永登']","['IO', 'X', 'IG']"
['回家'],['X']
"['到', '邮政储蓄']","['X', 'IG']"
"['导航', '到', '溧水', '万达']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '菏泽']","['IO', 'X', 'IG']"
['第一个'],['IP']
['第一个'],['IP']
"['临川区', '抚', '北', '工业区', '园区', '东']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['去', '天津市', '二', '附属', '医院']","['X', 'IG', 'IG', 'IG', 'IG']"
"['给', '我', '找', '一下', '金', '阳', '大街']","['X', 'X', 'IO', 'X', 'IA', 'IA', 'IA']"
"['导航', '到', '滨海县', '玉龙', '路']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '到', '武汉', '美加', '外校', '美加', '分校']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '江西省', '丰', '城市']","['IO', 'X', 'IG', 'IG', 'IG']"
['取消'],['IO']
"['我', '到', '李家', '沱']","['X', 'X', 'IG', 'IG']"
"['导航', '到', '石河子市']","['IO', 'X', 'IG']"
"['带', '我', '去', '(', 'unknown', ')', '印象', '城']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '南京', '站']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '武当山', '服务区']","['X', 'X', 'X', 'IG', 'IG']"
"['去', '西', '直', '河中', '街']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '锦江', '国际', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['到', '金', '航', '街']","['X', 'IG', 'IG', 'IG']"
"['兴隆', '县交警大队']","['IA', 'IA']"
"['沈阳', '农业大学']","['IA', 'IA']"
['西华县'],['IA']
"['你', '好', '我', '要', '去', '赵', '场', '镇政府']","['X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '都匀']","['IO', 'X', 'IG']"
"['导航', '到', '都匀市', '江城']","['IO', 'X', 'IG', 'IG']"
"['到', '唐山市', '迁西', '迁西县', '西山', '公园']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['闭', '导航']","['IO', 'IN']"
"['回', '西安']","['X', 'IG']"
"['国', '和', '路']","['IA', 'IA', 'IA']"
"['请', '帮', '我', '导航', '去', '银杏', '湖', '大酒店']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
['导航'],['IO']
['加油站'],['IA']
"['(', 'side', ')']","['X', 'X', 'X']"
"['附近', '的', '桑拿']","['IK', 'X', 'IC']"
